Id,Name,Department,Course Code,Year Level,Total Classes,Attended Classes,Absent Classes,Late Classes,Attendance Rate,Risk Level,Status,Student Number
"1792","Andres Morales","College of Computer Studies","ACT","FOURTH_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-01792"
"5760","Andres Aguilar","College of Computer Studies","BSCS1","FIRST_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-05760"
"1938","Andres Dela Cruz","College of Computer Studies","BSIT","FOURTH_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-01938"
"9812","Andres Salazar","College of Computer Studies","BSIS2","FOURTH_YEAR","20","18","2","0","90","NONE","ACTIVE","2025-09812"
"1951","Andres Martinez","College of Computer Studies","BSIT","FIRST_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-01951"
"257","Angela Ruiz","College of Arts & Sciences","BSM","FOURTH_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-00257"
"8376","Angela Molina","College of Business & Accountancy","BSAIS2","FIRST_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-08376"
"2532","Angela Mejia","College of Teacher Education","BSEd-FIL","FIRST_YEAR","20","16","3","0","80","MEDIUM","ACTIVE","2025-02532"
"5341","Angela Maldonado","College of Business & Accountancy","BSBA-HR1","FOURTH_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-05341"
"9535","Angela Jimenez","College of Computer Studies","ACT2","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-09535"
"2248","Angela Ramos","College of Teacher Education","BEEd-EC","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-02248"
"2530","Angela Estrada","College of Teacher Education","BSEd-FIL","SECOND_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-02530"
"1668","Angela Medina","College of Business & Accountancy","BSBA-BE","FOURTH_YEAR","20","18","0","0","90","NONE","ACTIVE","2025-01668"
"7752","Angela Gonzalez","International School of Hospitality & Tourism Management","BSTM1","FIRST_YEAR","20","15","2","1","75","MEDIUM","ACTIVE","2025-07752"
"2111","Angela Herrera","College of Teacher Education","BECEd","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-02111"
"6586","Angela Castro","College of Teacher Education","BSEd-MAT1","FIRST_YEAR","20","18","0","0","90","NONE","ACTIVE","2025-06586"
"2534","Angela Gutierrez","College of Teacher Education","BSEd-FIL","FOURTH_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-02534"
"7725","Angela Cruz","International School of Hospitality & Tourism Management","BSTM1","SECOND_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-07725"
"5856","Angela Diaz","College of Computer Studies","BSIT1","SECOND_YEAR","20","15","4","0","75","MEDIUM","ACTIVE","2025-05856"
"6047","Angela Diaz","College of Teacher Education","BECEd1","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-06047"
"4765","Angela Gonzalez","College of Business & Accountancy","BSREM1","FOURTH_YEAR","20","13","2","4","65","HIGH","ACTIVE","2025-04765"
"2248","Angela Ramos","College of Teacher Education","BEEd-EC","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-02248"
"5166","Angela Rivas","College of Business & Accountancy","BSBA-MAN7","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-05166"
"872","Angela Dela Cruz","College of Business & Accountancy","BSREM","SECOND_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-00872"
"5341","Angela Maldonado","College of Business & Accountancy","BSBA-HR1","FOURTH_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-05341"
"6134","Angela Mendoza","College of Teacher Education","BEEd-EC1","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-06134"
"3279","Angela Perez","College of Criminology & Administration","BSISM","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-03279"
"257","Angela Ruiz","College of Arts & Sciences","BSM","FOURTH_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-00257"
"5432","Angela Reyes","College of Business & Accountancy","BSBA-MAN9","SECOND_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-05432"
"420","Angela Velazquez","College of Business & Accountancy","ABA","FIRST_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-00420"
"12","Angela Perez","College of Arts & Sciences","ABCom","SECOND_YEAR","20","11","1","4","55","HIGH","ACTIVE","2025-00012"
"5193","Angela Espinoza","College of Business & Accountancy","BSBA-MAN7","SECOND_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-05193"
"8241","Angela Cruz","College of Business & Accountancy","ABA2","FIRST_YEAR","20","15","0","4","75","MEDIUM","ACTIVE","2025-08241"
"950","Angela Rivera","College of Business & Accountancy","BSIA","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00950"
"9308","Angela Morales","College of Business & Accountancy","BSBA-MAN14","THIRD_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-09308"
"2549","Angela Campos","College of Teacher Education","BSEd-FIL","FOURTH_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-02549"
"11560","Angela Pena","International School of Hospitality & Tourism Management","BSHM2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11560"
"1620","Angela Velazquez","College of Business & Accountancy","BSBA-BE","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-01620"
"1622","Angela Gomez","College of Business & Accountancy","BSBA-BE","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-01622"
"7079","Angela Bautista","College of Criminology & Administration","BSC1","FOURTH_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-07079"
"1585","Angela Reyes","College of Business & Accountancy","BSBA-MAN4","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01585"
"10275","Angela Campos","College of Teacher Education","BSEd-ENG2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10275"
"10220","Angela Vargas","College of Teacher Education","BSEd-ENG2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10220"
"2022","Angela Sandoval","College of Computer Studies","BSIS","FOURTH_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-02022"
"2404","Angela Reyes","College of Teacher Education","BSEd-ENG","SECOND_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-02404"
"10057","Angela Cruz","College of Teacher Education","BEEd-EC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10057"
"8442","Angela Bautista","College of Business & Accountancy","BSA2","FOURTH_YEAR","20","15","4","1","75","MEDIUM","ACTIVE","2025-08442"
"11240","Angela Vega","College of Engineering","BSCE-TEC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11240"
"6654","Angela Mendoza","College of Teacher Education","BSEd-SCI1","THIRD_YEAR","20","11","2","4","55","HIGH","ACTIVE","2025-06654"
"2649","Angela Cruz","College of Teacher Education","BSEd-MAT","FOURTH_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-02649"
"670","Angela Perez","College of Business & Accountancy","BSA","FIRST_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-00670"
"9751","Angela Mejia","College of Computer Studies","BSIT2","FOURTH_YEAR","20","14","1","5","70","HIGH","ACTIVE","2025-09751"
"5574","Angela Rojas","College of Business & Accountancy","BSBA-BE1","THIRD_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-05574"
"4849","Angela Flores","College of Business & Accountancy","BSIA1","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-04849"
"2894","Angela Moreno","College of Teacher Education","BTVTEd-HEH","FIRST_YEAR","20","13","1","6","65","HIGH","ACTIVE","2025-02894"
"4870","Angela Guzman","College of Business & Accountancy","BSIA1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-04870"
"10167","Angela Ortiz","College of Teacher Education","BSEd-MAN2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10167"
"6177","Angela Pena","College of Teacher Education","BEEd-EC1","FIRST_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-06177"
"7966","Angela Salazar","College of Arts & Sciences","ABEng2","FOURTH_YEAR","20","13","2","3","65","HIGH","ACTIVE","2025-07966"
"7950","Angela Medina","College of Arts & Sciences","ABEng2","FIRST_YEAR","20","15","2","3","75","MEDIUM","ACTIVE","2025-07950"
"9110","Angela Gomez","College of Business & Accountancy","BSBA-MAN13","FOURTH_YEAR","20","15","2","3","75","MEDIUM","ACTIVE","2025-09110"
"5773","Angela Estrada","College of Computer Studies","BSCS1","FIRST_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-05773"
"2532","Angela Mejia","College of Teacher Education","BSEd-FIL","FIRST_YEAR","20","16","3","0","80","MEDIUM","ACTIVE","2025-02532"
"1123","Angela Castro","College of Business & Accountancy","BSBA-MAN1","THIRD_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-01123"
"5736","Angela Ramos","College of Computer Studies","BSCS1","THIRD_YEAR","20","15","0","3","75","MEDIUM","ACTIVE","2025-05736"
"283","Angela Jimenez","College of Arts & Sciences","BSM","SECOND_YEAR","20","12","2","3","60","HIGH","ACTIVE","2025-00283"
"3418","Angela Reyes","College of Engineering","BSCE-TEC","FOURTH_YEAR","20","16","3","1","80","MEDIUM","ACTIVE","2025-03418"
"9535","Angela Jimenez","College of Computer Studies","ACT2","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-09535"
"7821","Angela Soto","College of Arts & Sciences","ABCom2","SECOND_YEAR","20","18","0","0","90","NONE","ACTIVE","2025-07821"
"8376","Angela Molina","College of Business & Accountancy","BSAIS2","FIRST_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-08376"
"5896","Antonio Flores","College of Computer Studies","BSIT1","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-05896"
"4615","Antonio Salazar","College of Business & Accountancy","BSMA1","SECOND_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-04615"
"5716","Antonio Ramos","College of Computer Studies","BSCS1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05716"
"6638","Antonio Ramos","College of Teacher Education","BSEd-SCI1","FOURTH_YEAR","20","15","1","1","75","MEDIUM","ACTIVE","2025-06638"
"2376","Antonio Perez","College of Teacher Education","BSEd-MAN","FIRST_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-02376"
"8815","Antonio Herrera","College of Business & Accountancy","BSBA-MAN10","THIRD_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-08815"
"3010","Antonio Ramos","College of Maritime Education & Training","BSMT","FIRST_YEAR","20","14","0","4","70","HIGH","ACTIVE","2025-03010"
"4981","Antonio Ortiz","College of Business & Accountancy","BSBA-MAN5","THIRD_YEAR","20","14","2","2","70","HIGH","ACTIVE","2025-04981"
"2428","Antonio Ramirez","College of Teacher Education","BSEd-ENG","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-02428"
"2360","Antonio Gutierrez","College of Teacher Education","BSEd-MAN","THIRD_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-02360"
"1565","Antonio Perez","College of Business & Accountancy","BSBA-MAN4","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01565"
"122","Antonio Espinoza","College of Arts & Sciences","ABEng","FOURTH_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-00122"
"3840","Antonio Campos","International School of Hospitality & Tourism Management","BSTM","FOURTH_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-03840"
"6338","Antonio Reyes","College of Teacher Education","BSEd-ENG1","FIRST_YEAR","20","11","5","1","55","HIGH","ACTIVE","2025-06338"
"10790","Antonio Espinoza","College of Teacher Education","BTVTEd-II2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10790"
"4167","Antonio Soto","College of Arts & Sciences","BSM1","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-04167"
"5479","Antonio Jimenez","College of Business & Accountancy","BSBA-MAN9","SECOND_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-05479"
"9397","Antonio Ortiz","College of Business & Accountancy","BSBA-MAN14","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09397"
"2590","Antonio Luna","College of Teacher Education","BSEd-FIL","FIRST_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-02590"
"2029","Antonio Martinez","College of Computer Studies","BSIS","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-02029"
"3126","Antonio Ramos","College of Criminology & Administration","BSC","THIRD_YEAR","20","13","2","5","65","HIGH","ACTIVE","2025-03126"
"3339","Antonio Rivera","College of Criminology & Administration","BSPA","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-03339"
"1237","Antonio Villanueva","College of Business & Accountancy","BSBA-MAN2","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-01237"
"6562","Antonio Galvan","College of Teacher Education","BSEd-MAT1","SECOND_YEAR","20","14","1","5","70","HIGH","ACTIVE","2025-06562"
"2792","Antonio Acosta","College of Teacher Education","BSEd-SCI","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-02792"
"215","Antonio Mendoza","College of Arts & Sciences","BSM","FOURTH_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00215"
"10539","Antonio Morales","College of Teacher Education","BSEd-SCI2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10539"
"861","Antonio Reyes","College of Business & Accountancy","BSREM","SECOND_YEAR","20","12","1","3","60","HIGH","ACTIVE","2025-00861"
"9288","Antonio Reyes","College of Business & Accountancy","BSBA-HR2","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-09288"
"10558","Antonio Ramirez","College of Teacher Education","BSEd-SCI2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10558"
"10392","Antonio Herrera","College of Teacher Education","BSEd-FIL2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10392"
"6272","Antonio Castro","College of Teacher Education","BSEd-MAN1","FIRST_YEAR","20","17","3","0","85","LOW","ACTIVE","2025-06272"
"6311","Antonio Rodriguez","College of Teacher Education","BSEd-ENG1","FOURTH_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-06311"
"402","Antonio Flores","College of Business & Accountancy","ABA","FOURTH_YEAR","20","13","2","4","65","HIGH","ACTIVE","2025-00402"
"6469","Antonio Pena","College of Teacher Education","BSEd-FIL1","FOURTH_YEAR","20","15","0","4","75","MEDIUM","ACTIVE","2025-06469"
"5325","Antonio Gutierrez","College of Business & Accountancy","BSBA-HR1","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-05325"
"8109","Antonio Jimenez","College of Arts & Sciences","BSP2","THIRD_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-08109"
"8519","Antonio Castro","College of Business & Accountancy","BSMA2","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-08519"
"3927","Antonio Sandoval","College of Arts & Sciences","ABCom1","FOURTH_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-03927"
"375","Antonio Torres","College of Arts & Sciences","BSP","THIRD_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-00375"
"9123","Antonio Figueroa","College of Business & Accountancy","BSBA-MAN13","FIRST_YEAR","20","14","3","2","70","HIGH","ACTIVE","2025-09123"
"6453","Antonio Vargas","College of Teacher Education","BSEd-FIL1","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-06453"
"3126","Antonio Ramos","College of Criminology & Administration","BSC","THIRD_YEAR","20","13","2","5","65","HIGH","ACTIVE","2025-03126"
"3927","Antonio Sandoval","College of Arts & Sciences","ABCom1","FOURTH_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-03927"
"4645","Antonio Rivera","College of Business & Accountancy","BSMA1","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-04645"
"9020","Antonio Jimenez","College of Business & Accountancy","BSBA-MAN12","THIRD_YEAR","20","14","2","2","70","HIGH","ACTIVE","2025-09020"
"375","Antonio Torres","College of Arts & Sciences","BSP","THIRD_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-00375"
"6453","Antonio Vargas","College of Teacher Education","BSEd-FIL1","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-06453"
"3339","Antonio Rivera","College of Criminology & Administration","BSPA","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-03339"
"4615","Antonio Salazar","College of Business & Accountancy","BSMA1","SECOND_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-04615"
"10185","Antonio Cruz","College of Teacher Education","BSEd-MAN2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10185"
"3111","Antonio Gonzalez","College of Criminology & Administration","BSC","FOURTH_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-03111"
"8894","Antonio Velazquez","College of Business & Accountancy","BSBA-MAN10","SECOND_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-08894"
"6638","Antonio Ramos","College of Teacher Education","BSEd-SCI1","FOURTH_YEAR","20","15","1","1","75","MEDIUM","ACTIVE","2025-06638"
"5572","Antonio Vargas","College of Business & Accountancy","BSBA-BE1","THIRD_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-05572"
"11130","Antonio Vega","College of Criminology & Administration","BSPA2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11130"
"11284","Antonio Ruiz","College of Engineering","BSCE-TEC2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11284"
"8932","Antonio Cruz","College of Business & Accountancy","BSBA-MAN11","THIRD_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-08932"
"2029","Antonio Martinez","College of Computer Studies","BSIS","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-02029"
"9397","Antonio Ortiz","College of Business & Accountancy","BSBA-MAN14","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09397"
"10014","Antonio Dela Cruz","College of Teacher Education","BEEd-EC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10014"
"1482","Antonio Guzman","College of Business & Accountancy","BSBA-HR","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01482"
"5932","Antonio Castro","College of Computer Studies","BSIS1","SECOND_YEAR","20","13","1","4","65","HIGH","ACTIVE","2025-05932"
"8815","Antonio Herrera","College of Business & Accountancy","BSBA-MAN10","THIRD_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-08815"
"1237","Antonio Villanueva","College of Business & Accountancy","BSBA-MAN2","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-01237"
"4315","Antonio Ruiz","College of Business & Accountancy","ABA1","FOURTH_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-04315"
"10790","Antonio Espinoza","College of Teacher Education","BTVTEd-II2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10790"
"3989","Antonio Navarro","College of Arts & Sciences","ABCom1","THIRD_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-03989"
"3010","Antonio Ramos","College of Maritime Education & Training","BSMT","FIRST_YEAR","20","14","0","4","70","HIGH","ACTIVE","2025-03010"
"6928","Antonio Miranda","College of Maritime Education & Training","BSMT1","FIRST_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-06928"
"8534","Antonio Figueroa","College of Business & Accountancy","BSMA2","FIRST_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-08534"
"8519","Antonio Castro","College of Business & Accountancy","BSMA2","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-08519"
"3218","Antonio Flores","College of Criminology & Administration","BSISM","THIRD_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-03218"
"4872","Antonio Castro","College of Business & Accountancy","BSIA1","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-04872"
"6562","Antonio Galvan","College of Teacher Education","BSEd-MAT1","SECOND_YEAR","20","14","1","5","70","HIGH","ACTIVE","2025-06562"
"2966","Antonio Garcia","College of Teacher Education","BTVTEd-II","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-02966"
"10075","Antonio Valdez","College of Teacher Education","BEEd-EC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10075"
"5715","Antonio Jose Estrada","College of Computer Studies","BSCS1","SECOND_YEAR","20","11","3","6","55","HIGH","ACTIVE","2025-05715"
"9223","Antonio Jose Ramirez","College of Business & Accountancy","BSBA-HR2","THIRD_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-09223"
"7574","Antonio Jose Sandoval","College of Health Sciences","BSMedTech1","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-07574"
"1044","Antonio Jose Rodriguez","College of Business & Accountancy","BSBA-MAN","FOURTH_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-01044"
"5841","Antonio Jose Cruz","College of Computer Studies","BSIT1","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05841"
"10503","Antonio Jose Ortiz","College of Teacher Education","BSEd-SCI2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10503"
"1392","Antonio Jose Castro","College of Business & Accountancy","BSBA-MAN3","THIRD_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-01392"
"2411","Antonio Jose Velazquez","College of Teacher Education","BSEd-ENG","FIRST_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-02411"
"5128","Antonio Jose Torres","College of Business & Accountancy","BSBA-MAN7","FOURTH_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-05128"
"5481","Antonio Jose Maldonado","College of Business & Accountancy","BSBA-MAN9","FOURTH_YEAR","20","18","2","0","90","NONE","ACTIVE","2025-05481"
"5698","Antonio Jose Castro","College of Computer Studies","ACT1","FIRST_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-05698"
"5302","Antonio Jose Diaz","College of Business & Accountancy","BSBA-HR1","THIRD_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-05302"
"2895","Antonio Jose Ruiz","College of Teacher Education","BTVTEd-HEH","SECOND_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-02895"
"4282","Antonio Jose Contreras","College of Arts & Sciences","BSP1","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-04282"
"6824","Antonio Jose Vasquez","College of Teacher Education","BTVTEd-II1","FOURTH_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-06824"
"8680","Antonio Jose Valdez","College of Business & Accountancy","BSREM2","FOURTH_YEAR","20","16","3","0","80","MEDIUM","ACTIVE","2025-08680"
"1128","Antonio Jose Perez","College of Business & Accountancy","BSBA-MAN1","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01128"
"944","Antonio Jose Fernandez","College of Business & Accountancy","BSIA","THIRD_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00944"
"6050","Antonio Jose Carrillo","College of Teacher Education","BECEd1","FIRST_YEAR","20","15","0","5","75","MEDIUM","ACTIVE","2025-06050"
"9853","Antonio Jose Aguilar","College of Computer Studies","BSIS2","FOURTH_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-09853"
"4532","Antonio Jose Herrera","College of Business & Accountancy","BSA1","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-04532"
"233","Antonio Jose Gonzalez","College of Arts & Sciences","BSM","FIRST_YEAR","20","15","1","1","75","MEDIUM","ACTIVE","2025-00233"
"457","Antonio Jose Figueroa","College of Business & Accountancy","ABA","FIRST_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-00457"
"9156","Antonio Jose Figueroa","College of Business & Accountancy","BSBA-MAN13","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09156"
"3011","Antonio Jose Castro","College of Maritime Education & Training","BSMT","FIRST_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-03011"
"5055","Antonio Jose Herrera","College of Business & Accountancy","BSBA-MAN6","FOURTH_YEAR","20","13","2","3","65","HIGH","ACTIVE","2025-05055"
"3701","Antonio Jose Lopez","International School of Hospitality & Tourism Management","BSHM","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-03701"
"7376","Antonio Jose Ramos","College of Engineering","BSCE-TEC1","THIRD_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-07376"
"9085","Antonio Jose Contreras","College of Business & Accountancy","BSBA-MAN12","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09085"
"10443","Antonio Jose Estrada","College of Teacher Education","BSEd-MAT2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10443"
"10363","Antonio Jose Morales","College of Teacher Education","BSEd-FIL2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10363"
"7993","Antonio Jose Mendoza","College of Arts & Sciences","ABEng2","THIRD_YEAR","20","15","4","1","75","MEDIUM","ACTIVE","2025-07993"
"7325","Antonio Jose Romero","College of Engineering","BSCE-TEC1","FOURTH_YEAR","20","12","3","3","60","HIGH","ACTIVE","2025-07325"
"11700","Antonio Jose Santos","International School of Hospitality & Tourism Management","BSTM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11700"
"855","Antonio Jose Guerrero","College of Business & Accountancy","BSREM","SECOND_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-00855"
"2359","Antonio Jose Reyes","College of Teacher Education","BSEd-MAN","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-02359"
"5640","Antonio Jose Aguilar","College of Computer Studies","ACT1","FOURTH_YEAR","20","15","1","1","75","MEDIUM","ACTIVE","2025-05640"
"10288","Antonio Jose Pena","College of Teacher Education","BSEd-ENG2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10288"
"4105","Antonio Jose Perez","College of Arts & Sciences","BSM1","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-04105"
"9075","Antonio Jose Navarro","College of Business & Accountancy","BSBA-MAN12","FOURTH_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-09075"
"10448","Antonio Jose Torres","College of Teacher Education","BSEd-MAT2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10448"
"6553","Antonio Jose Reyes","College of Teacher Education","BSEd-MAT1","SECOND_YEAR","20","15","2","1","75","MEDIUM","ACTIVE","2025-06553"
"6460","Antonio Jose Dela Cruz","College of Teacher Education","BSEd-FIL1","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-06460"
"9593","Antonio Jose Miranda","College of Computer Studies","ACT2","FOURTH_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-09593"
"7292","Antonio Jose Ruiz","College of Criminology & Administration","BSPA1","FOURTH_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-07292"
"786","Antonio Jose Rivas","College of Business & Accountancy","BSMA","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-00786"
"5394","Antonio Jose Soto","College of Business & Accountancy","BSBA-HR1","FOURTH_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-05394"
"11294","Antonio Jose Mendoza","College of Engineering","BSCE-TEC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11294"
"11328","Antonio Jose Diaz","College of Engineering","BSELE-BRO2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11328"
"780","Antonio Jose Valdez","College of Business & Accountancy","BSMA","FOURTH_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-00780"
